prod_id,prod_info_id,sup_id,img_link,prod_link,rev_count,avg_rating
B09CMP1SC8,76,76,https://m.media-amazon.com/images/I/31x3IUfMneL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-ABDC-10-Charging-Transmission-Compatible/dp/B09CMP1SC8/ref=sr_1_84?qid=1672909128&s=electronics&sr=1-84,602,4.1
B09YLXYP7Y,77,77,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31l-eZHBfKL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Charging-Neckband-Wireless-ACT/dp/B09YLXYP7Y/ref=sr_1_85?qid=1672909128&s=electronics&sr=1-85,1423,4.0
B09ZPM4C2C,78,78,https://m.media-amazon.com/images/I/51ow6bmLWIL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/TCL-inches-Certified-Android-32S5205/dp/B09ZPM4C2C/ref=sr_1_86?qid=1672909128&s=electronics&sr=1-86,398,4.1
B0B2DJDCPX,79,79,https://m.media-amazon.com/images/I/41KmCJuybRL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/SWAPKART-Charging-Compatible-iPhone-Devices/dp/B0B2DJDCPX/ref=sr_1_87?qid=1672909128&s=electronics&sr=1-87,536,3.9
B0BCZCQTJX,80,80,https://m.media-amazon.com/images/I/31C4z2M8TiL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Basesailor-2nd-generation-Firestick-Remote/dp/B0BCZCQTJX/ref=sr_1_88?qid=1672909128&s=electronics&sr=1-88,32,4.0
B07LGT55SJ,81,81,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41xmv3WPs7L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Braided-Syncing-Charging-iPhone/dp/B07LGT55SJ/ref=sr_1_89?qid=1672909128&s=electronics&sr=1-89,24269,4.2
B09NKZXMWJ,82,82,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31DDGpem3OL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/FLiX-Charging-480Mbps-Devices-XCD-C12/dp/B09NKZXMWJ/ref=sr_1_90?qid=1672909128&s=electronics&sr=1-90,9378,4.0
B08QX1CC14,83,83,https://m.media-amazon.com/images/I/41M9BBMSUdL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Skywall-81-28-inches-Smart-32SWELS-PRO/dp/B08QX1CC14/ref=sr_1_91?qid=1672909128&s=electronics&sr=1-91,902,3.4
B0974H97TJ,84,84,https://m.media-amazon.com/images/I/412XfBAEikL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-350-Cable-Carbon-Black/dp/B0974H97TJ/ref=sr_1_92?qid=1672909128&s=electronics&sr=1-92,28791,4.4
B07GVGTSLN,85,85,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41J6oGU8w5L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Cable-Braided-Charger-Smartphones/dp/B07GVGTSLN/ref=sr_1_93?qid=1672909128&s=electronics&sr=1-93,10576,4.2
B09VCHLSJF,86,86,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51ovMTXv9RL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/OnePlus-43-inches-Android-Pro/dp/B09VCHLSJF/ref=sr_1_94?qid=1672909128&s=electronics&sr=1-94,7298,4.2
B0B1YZX72F,87,87,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41imW51RweL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Acer-inches-Ultra-Android-AR50AR2851UDFL/dp/B0B1YZX72F/ref=sr_1_95?qid=1672909128&s=electronics&sr=1-95,4703,4.3
B092BJMT8Q,88,88,https://m.media-amazon.com/images/I/41RVzq6GiIL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Samsung-inches-Crystal-Ultra-UA43AUE60AKLXL/dp/B092BJMT8Q/ref=sr_1_96?qid=1672909128&s=electronics&sr=1-96,7109,4.3
B0BMXMLSMM,89,89,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/3135yilFsfL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Lapster-compatible-OnePlus-charging-Compatible/dp/B0BMXMLSMM/ref=sr_1_97?qid=1672909129&s=electronics&sr=1-97,127,4.5
B07JH1C41D,90,90,https://m.media-amazon.com/images/I/412fvb7k2FL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Braided-WN3LG2-Syncing-Charging/dp/B07JH1C41D/ref=sr_1_98?qid=1672909129&s=electronics&sr=1-98,24269,4.2
B0141EZMAI,91,91,https://m.media-amazon.com/images/I/31mgo4D-kPL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Receiver-300Mbps-802-11b-Wireless-Network/dp/B0141EZMAI/ref=sr_1_99?qid=1672909129&s=electronics&sr=1-99,10134,3.6
B09Q5P2MT3,92,92,https://m.media-amazon.com/images/I/51F6FClq10L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/OnePlus-inches-Smart-Android-Black/dp/B09Q5P2MT3/ref=sr_1_100?qid=1672909129&s=electronics&sr=1-100,34899,4.2
B08HDH26JX,93,93,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/4112nea7JlL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Deuce-300-Resistant-Transmission-Mercurial/dp/B08HDH26JX/ref=sr_1_101?qid=1672909129&s=electronics&sr=1-101,94363,4.2
B09VT6JKRP,94,94,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31Uqr+A2THL._SY300_SX300_.jpg,https://www.amazon.in/Lapster-Micro-SuperSpeed-hard-cable/dp/B09VT6JKRP/ref=sr_1_102?qid=1672909129&s=electronics&sr=1-102,425,4.1
B09T3KB6JZ,95,95,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41mMrtrwgyL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/TCL-inches-Certified-Android-40S6505/dp/B09T3KB6JZ/ref=sr_1_103?qid=1672909129&s=electronics&sr=1-103,6659,4.2
B093QCY6YJ,96,96,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/317-HiMYIgS._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/ZEBRONICS-ZEB-USB150WF1-Supports-encryption-Standards/dp/B093QCY6YJ/ref=sr_1_104?qid=1672909129&s=electronics&sr=1-104,1977,3.7
B093ZNQZ2Y,97,97,https://m.media-amazon.com/images/I/21PB1kWQWdL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LOHAYA-Remote-Compatible-Control-Please/dp/B093ZNQZ2Y/ref=sr_1_108?qid=1672909129&s=electronics&sr=1-108,1079,3.8
B08LKS3LSP,98,98,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41nGfip4QuS._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Gilary-Charging-Braided-Magnetic-Charger/dp/B08LKS3LSP/ref=sr_1_109?qid=1672909129&s=electronics&sr=1-109,1097,3.7
B00V4BGDKU,99,99,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/219039qa+PL._SY300_SX300_.jpg,https://www.amazon.in/TP-Link-TL-UE300-Gigabit-Ethernet-Network/dp/B00V4BGDKU/ref=sr_1_110?qid=1672909129&s=electronics&sr=1-110,22420,4.5
B08CHKQ8D4,100,100,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41fRMsvSy8L._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-charging-Nylon-Braided-iPhone/dp/B08CHKQ8D4/ref=sr_1_111?qid=1672909129&s=electronics&sr=1-111,1045,4.1
B09BW334ML,101,101,https://m.media-amazon.com/images/I/41pA1xo-mIL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Dealfreez-Compatible-Silicone-Anti-Lost-D-Black/dp/B09BW334ML/ref=sr_1_112?qid=1672909129&s=electronics&sr=1-112,4145,4.3
B082T6GVLJ,102,102,https://m.media-amazon.com/images/I/31kw1RgU5yL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Nylon-Braided-Lightning-Cable/dp/B082T6GVLJ/ref=sr_1_113?qid=1672909129&s=electronics&sr=1-113,6547,4.3
B07DL1KC3H,103,103,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41UJEnTJpVL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Isoelite-Remote-Compatible-Samsung-Control/dp/B07DL1KC3H/ref=sr_1_114?qid=1672909129&s=electronics&sr=1-114,1588,4.0
B0B6F98KJJ,104,104,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41GTMteNtdL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/MI-inches-Smart-Android-Bezel-Less/dp/B0B6F98KJJ/ref=sr_1_115?qid=1672909129&s=electronics&sr=1-115,32840,4.2
B07JNVF678,105,105,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41c80KrMZgL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Nylon-Braided-Charging-iPhones/dp/B07JNVF678/ref=sr_1_117?qid=1672909129&s=electronics&sr=1-117,13120,4.2
B09QGZFBPM,106,106,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41A4CcuIJuL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Charging-Charger-Compatible-Samsung/dp/B09QGZFBPM/ref=sr_1_118?qid=1672909129&s=electronics&sr=1-118,2806,4.3
B07JGDB5M1,107,107,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51UsScvHQNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Braided-WN6LG1-Syncing-Charging/dp/B07JGDB5M1/ref=sr_1_119?qid=1672909129&s=electronics&sr=1-119,24269,4.2
B0981XSZJ7,108,108,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41LXLeCw3VL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/CROSSVOLT-Compatible-Charging-Supported-Devices/dp/B0981XSZJ7/ref=sr_1_120?qid=1672909129&s=electronics&sr=1-120,766,4.3
B0B9XLX8VR,109,109,https://m.media-amazon.com/images/I/41pdZIhY+gL._SY300_SX300_.jpg,https://www.amazon.in/VU-inches-GloLED-Google-55GloLED/dp/B0B9XLX8VR/ref=sr_1_121?qid=1672909130&s=electronics&sr=1-121,3587,4.3
B08Y5KXR6Z,110,110,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41CB7sKZvCL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Solero-T241-Charging-480Mbps-Durable/dp/B08Y5KXR6Z/ref=sr_1_122?qid=1672909130&s=electronics&sr=1-122,24871,3.9
B09F6VHQXB,111,111,https://m.media-amazon.com/images/I/41fruBt99gL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Croma-Inches-Ready-CREL7369-Black/dp/B09F6VHQXB/ref=sr_1_123?qid=1672909130&s=electronics&sr=1-123,2581,4.1
B0974G5Q2Y,112,112,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41jk4zYjTsL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/boAt-Type-c-A400-Cable-Carbon/dp/B0974G5Q2Y/ref=sr_1_124?qid=1672909130&s=electronics&sr=1-124,20850,4.3
B09YL9SN9B,113,113,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41WD+zBGibL._SY300_SX300_.jpg,https://www.amazon.in/LG-inches-Ready-32LQ576BPSA-Ceramic/dp/B09YL9SN9B/ref=sr_1_125?qid=1672909130&s=electronics&sr=1-125,1035,4.3
B09RX1FK54,114,114,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41+3EsgcpzL._SY300_SX300_.jpg,https://www.amazon.in/boAt-A750-Resistant-Tangle-free-Transmission/dp/B09RX1FK54/ref=sr_1_126?qid=1672909130&s=electronics&sr=1-126,1780,4.1
B09TT6BFDX,115,115,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41dNwzNOc3L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Cotbolt-Silicone-Protective-Shockproof-Waterproof/dp/B09TT6BFDX/ref=sr_1_127?qid=1672909130&s=electronics&sr=1-127,505,4.5
B09KH58JZR,116,116,https://m.media-amazon.com/images/I/21rxGo3S7FL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1403-Charging-Function/dp/B09KH58JZR/ref=sr_1_129?qid=1672909130&s=electronics&sr=1-129,1717,4.1
B09DDCQFMT,117,117,https://m.media-amazon.com/images/I/31sBb-2L8KL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Electvision-Remote-Control-Compatible-Pairing/dp/B09DDCQFMT/ref=sr_1_130?qid=1672909130&s=electronics&sr=1-130,590,3.6
B08RP2L2NL,118,118,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/416GZEi9SuL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Retractable-Multiple-Charging-Compatible-Smartphones/dp/B08RP2L2NL/ref=sr_1_131?qid=1672909130&s=electronics&sr=1-131,1121,3.5
B0B4G2MWSB,119,119,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41ipWb8mrKL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Lapster-camera-usb2-0-External-Readers/dp/B0B4G2MWSB/ref=sr_1_132?qid=1672909130&s=electronics&sr=1-132,1313,4.0
B0B21C4BMX,120,120,https://m.media-amazon.com/images/I/41LCWn4aUHL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Portronics-Konnect-Functional-Resistant-Braided/dp/B0B21C4BMX/ref=sr_1_133?qid=1672909130&s=electronics&sr=1-133,132,3.8
B084MZXJNK,121,121,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31fQdrBOMvL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Belkin-Lightning-Unbreakable-Braided-Charging/dp/B084MZXJNK/ref=sr_1_134?qid=1672909130&s=electronics&sr=1-134,1951,4.4
B0BHZCNC4P,122,122,https://m.media-amazon.com/images/I/31-J+oOnb8L._SY300_SX300_.jpg,https://www.amazon.in/Remote-Control-Compatible-Amazon-basesailor/dp/B0BHZCNC4P/ref=sr_1_135?qid=1672909130&s=electronics&sr=1-135,37,3.7
B0B16KD737,123,123,https://m.media-amazon.com/images/I/41P2TNMG-hL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/VW-Playwall-Frameless-Android-VW3251/dp/B0B16KD737/ref=sr_1_136?qid=1672909130&s=electronics&sr=1-136,592,4.3
B099K9ZX65,124,124,https://m.media-amazon.com/images/I/51Pu9zNUbtL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Hisense-inches-Certified-Android-43A6GE/dp/B099K9ZX65/ref=sr_1_137?qid=1672909130&s=electronics&sr=1-137,1259,4.1
B08Y55LPBF,125,125,https://m.media-amazon.com/images/I/41Om+JyC4iL._SX300_SY300_.jpg,https://www.amazon.in/Redmi-inches-Ultra-Android-L50M6-RA/dp/B08Y55LPBF/ref=sr_1_138?qid=1672909130&s=electronics&sr=1-138,45238,4.2
B015OW3M1W,126,126,https://m.media-amazon.com/images/I/41F6ukNxcCL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-6-Feet-DisplayPort-port-Cable/dp/B015OW3M1W/ref=sr_1_140?qid=1672909130&s=electronics&sr=1-140,28638,4.1
B01D5H8ZI8,127,127,https://m.media-amazon.com/images/I/41Rg-JkRGgL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Speed-Female-Extension-Cable/dp/B01D5H8ZI8/ref=sr_1_141?qid=1672909130&s=electronics&sr=1-141,12835,4.3
B09X1M3DHX,128,128,https://m.media-amazon.com/images/I/51O93lUTxtL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/iFFALCON-inches-Ready-Smart-TV-32F53/dp/B09X1M3DHX/ref=sr_1_142?qid=1672909130&s=electronics&sr=1-142,1269,4.2
B09MM6P76N,129,129,https://m.media-amazon.com/images/I/31Bfu6liMWL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/7SEVENTM-Universal-Replacement-Original-AKB75095303/dp/B09MM6P76N/ref=sr_1_143?qid=1672909130&s=electronics&sr=1-143,284,4.2
B01D5H8LDM,130,130,https://m.media-amazon.com/images/I/513rqzxlDpL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-3-5mm-2-Male-Adapter-cable/dp/B01D5H8LDM/ref=sr_1_144?qid=1672909130&s=electronics&sr=1-144,69538,4.4
B0B1YY6JJL,131,131,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/417QOjrqyBL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Acer-inches-Ultra-Android-AR43AR2851UDFL/dp/B0B1YY6JJL/ref=sr_1_146?qid=1672909131&s=electronics&sr=1-146,4703,4.3
B09QGZM8QB,132,132,https://m.media-amazon.com/images/I/41Rd-jDNOmL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Charging-Cable-Compatible-Samsung/dp/B09QGZM8QB/ref=sr_1_149?qid=1672909131&s=electronics&sr=1-149,2806,4.3
B08L4SBJRY,133,133,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41-AORr2udL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/SAIFSMART-Compact-Bracket-Management-Bathroom/dp/B08L4SBJRY/ref=sr_1_150?qid=1672909131&s=electronics&sr=1-150,3295,4.0
B09X79PP8F,134,134,https://m.media-amazon.com/images/I/21fnxCjCF1L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/USB-Cable-Micro-Type-30cm/dp/B09X79PP8F/ref=sr_1_151?qid=1672909131&s=electronics&sr=1-151,81,3.9
B082T6GVG9,135,135,https://m.media-amazon.com/images/I/31R8-XSK40L._SX342_SY445_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Lightning-USB-Cable-Certified/dp/B082T6GVG9/ref=sr_1_153?qid=1672909131&s=electronics&sr=1-153,42301,4.2
B0B3XY5YT4,136,136,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51dOjIreG4L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LG-inches-Ultra-43UQ7500PSF-Ceramic/dp/B0B3XY5YT4/ref=sr_1_154?qid=1672909131&s=electronics&sr=1-154,1376,4.3
B0B4HKH19N,137,137,https://m.media-amazon.com/images/I/41gUqtvpULL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/pTron-3-4Amps-Multifunction-Charging-Tangle-free/dp/B0B4HKH19N/ref=sr_1_155?qid=1672909131&s=electronics&sr=1-155,1075,3.9
B08TGG316Z,138,138,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41+AJMzMo7L._SX342_SY445_.jpg,https://www.amazon.in/Cable-Certified-48Gbps-Ultra-Dynamic/dp/B08TGG316Z/ref=sr_1_156?qid=1672909131&s=electronics&sr=1-156,3664,4.6
B071VMP1Z4,139,139,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41hpz9rFbZL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LRIPL-Compatible-Bravia-Remote-Almost/dp/B071VMP1Z4/ref=sr_1_157?qid=1672909131&s=electronics&sr=1-157,1951,3.9
B071SDRGWL,140,140,https://m.media-amazon.com/images/I/41alINWQKXL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Indestructible-Type-C-Cable-Type-Phones/dp/B071SDRGWL/ref=sr_1_158?qid=1672909131&s=electronics&sr=1-158,20850,4.3
B08PSQRW2T,141,141,https://m.media-amazon.com/images/I/41wI9GGhTHL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Charging-Braided-Compatible-Samsung-Galaxy/dp/B08PSQRW2T/ref=sr_1_159?qid=1672909131&s=electronics&sr=1-159,2685,4.1
B0859M539M,142,142,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21jLkYGoSEL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/TP-LINK-T3U-Wireless-MU-MIMO-Supports/dp/B0859M539M/ref=sr_1_160?qid=1672909131&s=electronics&sr=1-160,24780,4.4
B08RX8G496,143,143,https://m.media-amazon.com/images/I/21yP58lKDoL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LRIPL-Remote-Control-Netflix-Compatible/dp/B08RX8G496/ref=sr_1_161?qid=1672909131&s=electronics&sr=1-161,285,3.2
B002SZEOLG,144,144,https://m.media-amazon.com/images/I/31Wb+A3VVdL._SY300_SX300_.jpg,https://www.amazon.in/TP-Link-TL-WN722N-150Mbps-Wireless-Adapter/dp/B002SZEOLG/ref=sr_1_162?qid=1672909131&s=electronics&sr=1-162,79692,4.2
B08CS3BT4L,145,145,https://m.media-amazon.com/images/I/41ZptRPWCPL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Kodak-Inches-Certified-Android-32HDX7XPRO/dp/B08CS3BT4L/ref=sr_1_163?qid=1672909131&s=electronics&sr=1-163,6088,4.2
B00RFWNJMC,146,146,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41R3n7+taUL._SY300_SX300_.jpg,https://www.amazon.in/OXYURA-Airtel-Digital-Recording-Compatible/dp/B00RFWNJMC/ref=sr_1_164?qid=1672909131&s=electronics&sr=1-164,1383,3.7
B082T6GXS5,147,147,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31OIv762uSL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Nylon-Braided-Lightning-Cable/dp/B082T6GXS5/ref=sr_1_165?qid=1672909131&s=electronics&sr=1-165,5492,4.5
B09CMQRQM6,148,148,https://m.media-amazon.com/images/I/31y7uO5DU8L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ambrane-Charging-480mbps-ABCC-100-Black-Grey/dp/B09CMQRQM6/ref=sr_1_166?qid=1672909131&s=electronics&sr=1-166,919,4.2
B005LJQMCK,149,149,https://m.media-amazon.com/images/I/41CF6GtnpKL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/BlueRigger-Digital-Optical-Audio-Toslink/dp/B005LJQMCK/ref=sr_1_167?qid=1672909131&s=electronics&sr=1-167,30023,4.2
B09C6H53KH,150,150,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41qhsp6qcNL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/DURACELL-Type-C-Micro-braided-Charge/dp/B09C6H53KH/ref=sr_1_168?qid=1672909131&s=electronics&sr=1-168,387,4.2
